BSR,LF,n,mean_r,median_r,geo_mean_r,sd_r,var_r,iqr_r,min_r,max_r,range_r,flag_spread,flag_low_n,any_flag,suggested
UGR14,Predation,3,2.666666667,3,2.289428485,1.527525232,2.333333333,1.5,1,4,3,FALSE,FALSE,FALSE,2.29
UGR14,Primary Prod.,3,3.333333333,3,3.107232506,1.527525232,2.333333333,1.5,2,5,3,FALSE,FALSE,FALSE,3.11
UGR14,Non-Native/Competition,3,3.333333333,4,2.714417617,2.081665999,4.333333333,2,1,5,4,TRUE,FALSE,TRUE,2.71
UGR14,Decr. Water Quant.,3,2.333333333,3,2.080083823,1.154700538,1.333333333,1,1,3,2,FALSE,FALSE,FALSE,2.08
UGR14,Altered Q Timing,3,1.666666667,1,1.44224957,1.154700538,1.333333333,1,1,3,2,FALSE,FALSE,FALSE,1.44
UGR14,Summer Temp,3,1.666666667,2,1.587401052,0.577350269,0.333333333,0.5,1,2,1,FALSE,FALSE,FALSE,1.59
UGR14,Winter Temp.,3,1,1,1,0,0,0,1,1,0,FALSE,FALSE,FALSE,1
UGR14,Water Quality,3,1.333333333,1,1.25992105,0.577350269,0.333333333,0.5,1,2,1,FALSE,FALSE,FALSE,1.26
UGR15,Riparian Cond.,5,2.2,2,2.047672511,0.836660027,0.7,1,1,3,2,FALSE,FALSE,FALSE,2.05
UGR15,Floodplain Cond.,5,3.2,3,3.063887063,1.095445115,1.2,0,2,5,3,FALSE,FALSE,FALSE,3.06
UGR15,Side Channel/Wetland,5,2.6,3,2.550849001,0.547722558,0.3,1,2,3,1,FALSE,FALSE,FALSE,2.55
UGR15,Habitat Complexity,5,3,3,2.8252345,1.224744871,1.5,1,2,5,3,FALSE,FALSE,FALSE,2.83
UGR15,Decr. Sediment,5,4.8,5,4.781762499,0.447213595,0.2,0,4,5,1,FALSE,FALSE,FALSE,4.78
UGR15,Incr. Sediment,5,2.6,2,2.29739671,1.341640786,1.8,2,1,4,3,TRUE,FALSE,TRUE,2.3
UGR15,Barriers,3,2.666666667,3,2.620741394,0.577350269,0.333333333,0.5,2,3,1,FALSE,FALSE,FALSE,2.62
UGR15,Predation,3,1.333333333,1,1.25992105,0.577350269,0.333333333,0.5,1,2,1,FALSE,FALSE,FALSE,1.26
UGR15,Primary Prod.,3,3.333333333,3,3.107232506,1.527525232,2.333333333,1.5,2,5,3,FALSE,FALSE,FALSE,3.11
UGR15,Non-Native/Competition,3,2.333333333,3,2.080083823,1.154700538,1.333333333,1,1,3,2,FALSE,FALSE,FALSE,2.08
UGR15,Decr. Water Quant.,3,2.666666667,2,2.5198421,1.154700538,1.333333333,1,2,4,2,FALSE,FALSE,FALSE,2.52
UGR15,Altered Q Timing,3,2.333333333,2,2.289428485,0.577350269,0.333333333,0.5,2,3,1,FALSE,FALSE,FALSE,2.29
UGR15,Summer Temp,3,3.333333333,4,3.174802104,1.154700538,1.333333333,1,2,4,2,FALSE,FALSE,FALSE,3.17
UGR15,Winter Temp.,3,2.666666667,3,2.620741394,0.577350269,0.333333333,0.5,2,3,1,FALSE,FALSE,FALSE,2.62
UGR15,Water Quality,3,2.666666667,3,2.620741394,0.577350269,0.333333333,0.5,2,3,1,FALSE,FALSE,FALSE,2.62
UGR16,Riparian Cond.,5,3.4,4,3.287503659,0.894427191,0.8,1,2,4,2,FALSE,FALSE,FALSE,3.29
UGR16,Floodplain Cond.,5,2.8,3,2.701920077,0.836660027,0.7,1,2,4,2,FALSE,FALSE,FALSE,2.7
UGR16,Side Channel/Wetland,5,3,3,2.605171085,1.58113883,2.5,2,1,5,4,TRUE,FALSE,TRUE,2.61
UGR16,Habitat Complexity,5,3.2,3,3.103691148,0.836660027,0.7,1,2,4,2,FALSE,FALSE,FALSE,3.1
UGR16,Decr. Sediment,5,3.2,3,2.724069927,1.788854382,3.2,3,1,5,4,TRUE,FALSE,TRUE,2.72
UGR16,Incr. Sediment,5,3.2,3,3.063887063,1.095445115,1.2,0,2,5,3,FALSE,FALSE,FALSE,3.06
UGR16,Barriers,3,2,2,1.817120593,1,1,1,1,3,2,FALSE,FALSE,FALSE,1.82
UGR16,Predation,3,1,1,1,0,0,0,1,1,0,FALSE,FALSE,FALSE,1
UGR16,Primary Prod.,3,3.666666667,3,3.556893304,1.154700538,1.333333333,1,3,5,2,FALSE,FALSE,FALSE,3.56
UGR16,Non-Native/Competition,3,1,1,1,0,0,0,1,1,0,FALSE,FALSE,FALSE,1
UGR16,Decr. Water Quant.,3,2,2,1.817120593,1,1,1,1,3,2,FALSE,FALSE,FALSE,1.82
UGR16,Altered Q Timing,3,1.333333333,1,1.25992105,0.577350269,0.333333333,0.5,1,2,1,FALSE,FALSE,FALSE,1.26
UGR16,Summer Temp,3,2.333333333,2,2.289428485,0.577350269,0.333333333,0.5,2,3,1,FALSE,FALSE,FALSE,2.29
UGR16,Winter Temp.,3,1.666666667,2,1.587401052,0.577350269,0.333333333,0.5,1,2,1,FALSE,FALSE,FALSE,1.59
UGR16,Water Quality,3,1.333333333,1,1.25992105,0.577350269,0.333333333,0.5,1,2,1,FALSE,FALSE,FALSE,1.26
UGR17,Riparian Cond.,5,4.6,5,4.514402257,0.894427191,0.8,0,3,5,2,FALSE,FALSE,FALSE,4.51
UGR17,Floodplain Cond.,5,3.4,4,2.885399812,1.816590212,3.3,3,1,5,4,TRUE,FALSE,TRUE,2.89
UGR17,Side Channel/Wetland,5,4,5,3.758480079,1.414213562,2,2,2,5,3,TRUE,FALSE,TRUE,3.76
UGR17,Habitat Complexity,5,4.8,5,4.781762499,0.447213595,0.2,0,4,5,1,FALSE,FALSE,FALSE,4.78
UGR17,Decr. Sediment,5,4.2,5,3.623898318,1.788854382,3.2,0,1,5,4,FALSE,FALSE,FALSE,3.62
UGR17,Incr. Sediment,5,4.2,5,4.075965548,1.095445115,1.2,2,3,5,2,TRUE,FALSE,TRUE,4.08
UGR17,Barriers,3,3,3,2.466212074,2,4,2,1,5,4,TRUE,FALSE,TRUE,2.47
UGR17,Predation,3,1.333333333,1,1.25992105,0.577350269,0.333333333,0.5,1,2,1,FALSE,FALSE,FALSE,1.26
UGR17,Primary Prod.,3,4.666666667,5,4.641588834,0.577350269,0.333333333,0.5,4,5,1,FALSE,FALSE,FALSE,4.64
UGR17,Non-Native/Competition,3,2.333333333,3,2.080083823,1.154700538,1.333333333,1,1,3,2,FALSE,FALSE,FALSE,2.08
UGR17,Decr. Water Quant.,3,2.333333333,2,2.289428485,0.577350269,0.333333333,0.5,2,3,1,FALSE,FALSE,FALSE,2.29
UGR17,Altered Q Timing,3,2.333333333,2,2.289428485,0.577350269,0.333333333,0.5,2,3,1,FALSE,FALSE,FALSE,2.29
UGR17,Summer Temp,3,3.333333333,4,3.174802104,1.154700538,1.333333333,1,2,4,2,FALSE,FALSE,FALSE,3.17
UGR17,Winter Temp.,3,2.333333333,2,2.289428485,0.577350269,0.333333333,0.5,2,3,1,FALSE,FALSE,FALSE,2.29
UGR17,Water Quality,3,2,2,2,0,0,0,2,2,0,FALSE,FALSE,FALSE,2
UGR18,Riparian Cond.,5,2.6,3,2.550849001,0.547722558,0.3,1,2,3,1,FALSE,FALSE,FALSE,2.55
UGR18,Floodplain Cond.,5,2,2,1.741101127,1.224744871,1.5,1,1,4,3,FALSE,FALSE,FALSE,1.74
UGR18,Side Channel/Wetland,5,2.4,2,2.168943542,1.140175425,1.3,1,1,4,3,FALSE,FALSE,FALSE,2.17
UGR18,Habitat Complexity,5,2.4,2,2.352158045,0.547722558,0.3,1,2,3,1,FALSE,FALSE,FALSE,2.35
UGR18,Decr. Sediment,5,2.6,2,2.091279105,1.816590212,3.3,3,1,5,4,TRUE,FALSE,TRUE,2.09
UGR18,Incr. Sediment,5,2.8,3,2.491461879,1.303840481,1.7,2,1,4,3,TRUE,FALSE,TRUE,2.49
UGR18,Barriers,3,2,1,1.587401052,1.732050808,3,1.5,1,4,3,FALSE,FALSE,FALSE,1.59
UGR18,Predation,3,1,1,1,0,0,0,1,1,0,FALSE,FALSE,FALSE,1
UGR18,Primary Prod.,3,2,1,1.587401052,1.732050808,3,1.5,1,4,3,FALSE,FALSE,FALSE,1.59
UGR18,Non-Native/Competition,3,1.333333333,1,1.25992105,0.577350269,0.333333333,0.5,1,2,1,FALSE,FALSE,FALSE,1.26
UGR18,Decr. Water Quant.,3,1.666666667,2,1.587401052,0.577350269,0.333333333,0.5,1,2,1,FALSE,FALSE,FALSE,1.59
UGR18,Altered Q Timing,3,1.666666667,1,1.44224957,1.154700538,1.333333333,1,1,3,2,FALSE,FALSE,FALSE,1.44
UGR18,Summer Temp,3,2,2,1.817120593,1,1,1,1,3,2,FALSE,FALSE,FALSE,1.82
UGR18,Winter Temp.,3,1.333333333,1,1.25992105,0.577350269,0.333333333,0.5,1,2,1,FALSE,FALSE,FALSE,1.26
UGR18,Water Quality,3,1.333333333,1,1.25992105,0.577350269,0.333333333,0.5,1,2,1,FALSE,FALSE,FALSE,1.26
UGR19,Riparian Cond.,5,3,3,2.861938162,1,1,2,2,4,2,TRUE,FALSE,TRUE,2.86
UGR19,Floodplain Cond.,5,2.4,2,2,1.516575089,2.3,3,1,4,3,TRUE,FALSE,TRUE,2
UGR19,Side Channel/Wetland,5,2.8,4,2.29739671,1.643167673,2.7,3,1,4,3,TRUE,FALSE,TRUE,2.3
UGR19,Habitat Complexity,5,2.6,3,2.352158045,1.140175425,1.3,1,1,4,3,FALSE,FALSE,FALSE,2.35
UGR19,Decr. Sediment,5,3.4,4,2.992555739,1.516575089,2.3,1,1,5,4,FALSE,FALSE,FALSE,2.99
UGR19,Incr. Sediment,5,3.2,4,2.861938162,1.303840481,1.7,1,1,4,3,FALSE,FALSE,FALSE,2.86
UGR19,Barriers,3,3.666666667,4,3.634241186,0.577350269,0.333333333,0.5,3,4,1,FALSE,FALSE,FALSE,3.63
UGR19,Predation,3,1.333333333,1,1.25992105,0.577350269,0.333333333,0.5,1,2,1,FALSE,FALSE,FALSE,1.26
UGR19,Primary Prod.,3,3.666666667,4,3.419951893,1.527525232,2.333333333,1.5,2,5,3,FALSE,FALSE,FALSE,3.42
UGR19,Non-Native/Competition,3,1,1,1,0,0,0,1,1,0,FALSE,FALSE,FALSE,1
UGR19,Decr. Water Quant.,3,2,2,1.817120593,1,1,1,1,3,2,FALSE,FALSE,FALSE,1.82
UGR19,Altered Q Timing,3,1.666666667,1,1.44224957,1.154700538,1.333333333,1,1,3,2,FALSE,FALSE,FALSE,1.44
UGR19,Summer Temp,3,2.666666667,3,2.620741394,0.577350269,0.333333333,0.5,2,3,1,FALSE,FALSE,FALSE,2.62
UGR19,Winter Temp.,3,1.666666667,2,1.587401052,0.577350269,0.333333333,0.5,1,2,1,FALSE,FALSE,FALSE,1.59
UGR19,Water Quality,3,1.666666667,2,1.587401052,0.577350269,0.333333333,0.5,1,2,1,FALSE,FALSE,FALSE,1.59
UGR2,Riparian Cond.,5,2.8,3,2.491461879,1.303840481,1.7,2,1,4,3,TRUE,FALSE,TRUE,2.49
UGR2,Floodplain Cond.,5,2.8,3,2.267933155,1.788854382,3.2,3,1,5,4,TRUE,FALSE,TRUE,2.27
UGR2,Side Channel/Wetland,5,2.8,2,2.639015822,1.095445115,1.2,2,2,4,2,TRUE,FALSE,TRUE,2.64
UGR2,Habitat Complexity,5,3.2,3,3.103691148,0.836660027,0.7,1,2,4,2,FALSE,FALSE,FALSE,3.1
UGR2,Decr. Sediment,5,1.8,2,1.64375183,0.836660027,0.7,1,1,3,2,FALSE,FALSE,FALSE,1.64
UGR2,Incr. Sediment,5,2,2,1.888175023,0.707106781,0.5,0,1,3,2,FALSE,FALSE,FALSE,1.89
UGR2,Barriers,3,2.666666667,3,2.289428485,1.527525232,2.333333333,1.5,1,4,3,FALSE,FALSE,FALSE,2.29
UGR2,Predation,3,2,1,1.587401052,1.732050808,3,1.5,1,4,3,FALSE,FALSE,FALSE,1.59
UGR2,Primary Prod.,3,1.666666667,2,1.587401052,0.577350269,0.333333333,0.5,1,2,1,FALSE,FALSE,FALSE,1.59
UGR2,Non-Native/Competition,3,1.666666667,2,1.587401052,0.577350269,0.333333333,0.5,1,2,1,FALSE,FALSE,FALSE,1.59
UGR2,Decr. Water Quant.,3,2.666666667,3,2.289428485,1.527525232,2.333333333,1.5,1,4,3,FALSE,FALSE,FALSE,2.29
UGR2,Altered Q Timing,3,3.666666667,4,3.419951893,1.527525232,2.333333333,1.5,2,5,3,FALSE,FALSE,FALSE,3.42
UGR2,Summer Temp,3,2.333333333,2,2,1.527525232,2.333333333,1.5,1,4,3,FALSE,FALSE,FALSE,2
UGR2,Winter Temp.,3,2.666666667,3,2.289428485,1.527525232,2.333333333,1.5,1,4,3,FALSE,FALSE,FALSE,2.29
UGR2,Water Quality,3,2.666666667,3,2.620741394,0.577350269,0.333333333,0.5,2,3,1,FALSE,FALSE,FALSE,2.62
UGR20,Riparian Cond.,5,1.8,2,1.64375183,0.836660027,0.7,1,1,3,2,FALSE,FALSE,FALSE,1.64
UGR20,Floodplain Cond.,5,2.4,3,2.047672511,1.341640786,1.8,2,1,4,3,TRUE,FALSE,TRUE,2.05
UGR20,Side Channel/Wetland,5,2.4,3,2.047672511,1.341640786,1.8,2,1,4,3,TRUE,FALSE,TRUE,2.05
UGR20,Habitat Complexity,5,2.4,3,2.047672511,1.341640786,1.8,2,1,4,3,TRUE,FALSE,TRUE,2.05
UGR20,Decr. Sediment,5,4,4,3.807307877,1.224744871,1.5,1,2,5,3,FALSE,FALSE,FALSE,3.81
UGR20,Incr. Sediment,5,2,1,1.584893192,1.732050808,3,1,1,5,4,FALSE,FALSE,FALSE,1.58
UGR20,Barriers,3,2.333333333,2,2.289428485,0.577350269,0.333333333,0.5,2,3,1,FALSE,FALSE,FALSE,2.29
UGR20,Predation,3,3,3,2.884499141,1,1,1,2,4,2,FALSE,FALSE,FALSE,2.88
UGR20,Primary Prod.,3,3,3,2.884499141,1,1,1,2,4,2,FALSE,FALSE,FALSE,2.88
UGR20,Non-Native/Competition,3,4.666666667,5,4.641588834,0.577350269,0.333333333,0.5,4,5,1,FALSE,FALSE,FALSE,4.64
UGR20,Decr. Water Quant.,3,1.333333333,1,1.25992105,0.577350269,0.333333333,0.5,1,2,1,FALSE,FALSE,FALSE,1.26
UGR20,Altered Q Timing,3,2,2,1.817120593,1,1,1,1,3,2,FALSE,FALSE,FALSE,1.82
UGR20,Summer Temp,3,3,3,2.466212074,2,4,2,1,5,4,TRUE,FALSE,TRUE,2.47
UGR20,Winter Temp.,3,1.666666667,2,1.587401052,0.577350269,0.333333333,0.5,1,2,1,FALSE,FALSE,FALSE,1.59
UGR20,Water Quality,3,2.333333333,1,1.709975947,2.309401077,5.333333333,2,1,5,4,TRUE,FALSE,TRUE,1.71
UGR3,Riparian Cond.,5,2.8,3,2.459509486,1.483239697,2.2,1,1,5,4,FALSE,FALSE,FALSE,2.46
UGR3,Floodplain Cond.,5,3.2,3,2.724069927,1.788854382,3.2,3,1,5,4,TRUE,FALSE,TRUE,2.72
UGR3,Side Channel/Wetland,5,2.8,3,2.459509486,1.483239697,2.2,1,1,5,4,FALSE,FALSE,FALSE,2.46
UGR3,Habitat Complexity,5,3.2,3,2.8252345,1.483239697,2.2,1,1,5,4,FALSE,FALSE,FALSE,2.83
UGR3,Decr. Sediment,5,2.4,2,1.974350486,1.673320053,2.8,2,1,5,4,TRUE,FALSE,TRUE,1.97
UGR3,Incr. Sediment,5,2.2,2,2.047672511,0.836660027,0.7,1,1,3,2,FALSE,FALSE,FALSE,2.05
UGR3,Barriers,3,2,1,1.587401052,1.732050808,3,1.5,1,4,3,FALSE,FALSE,FALSE,1.59
UGR3,Predation,3,5,5,5,0,0,0,5,5,0,FALSE,FALSE,FALSE,5
UGR3,Primary Prod.,3,3,3,2.884499141,1,1,1,2,4,2,FALSE,FALSE,FALSE,2.88
UGR3,Non-Native/Competition,3,5,5,5,0,0,0,5,5,0,FALSE,FALSE,FALSE,5
UGR3,Decr. Water Quant.,3,4.666666667,5,4.641588834,0.577350269,0.333333333,0.5,4,5,1,FALSE,FALSE,FALSE,4.64
UGR3,Altered Q Timing,3,4.666666667,5,4.641588834,0.577350269,0.333333333,0.5,4,5,1,FALSE,FALSE,FALSE,4.64
UGR3,Summer Temp,3,4,4,4,0,0,0,4,4,0,FALSE,FALSE,FALSE,4
UGR3,Winter Temp.,3,3.666666667,3,3.556893304,1.154700538,1.333333333,1,3,5,2,FALSE,FALSE,FALSE,3.56
UGR3,Water Quality,3,4.666666667,5,4.641588834,0.577350269,0.333333333,0.5,4,5,1,FALSE,FALSE,FALSE,4.64
UGR4,Riparian Cond.,5,3.6,3,3.519482029,0.894427191,0.8,1,3,5,2,FALSE,FALSE,FALSE,3.52
UGR4,Floodplain Cond.,5,4,4,3.948700972,0.707106781,0.5,0,3,5,2,FALSE,FALSE,FALSE,3.95
UGR4,Side Channel/Wetland,5,3.8,4,3.727919273,0.836660027,0.7,1,3,5,2,FALSE,FALSE,FALSE,3.73
UGR4,Habitat Complexity,5,3.6,4,3.565204916,0.547722558,0.3,1,3,4,1,FALSE,FALSE,FALSE,3.57
UGR4,Decr. Sediment,5,2.4,3,2.047672511,1.341640786,1.8,2,1,4,3,TRUE,FALSE,TRUE,2.05
UGR4,Incr. Sediment,5,4.2,5,4.075965548,1.095445115,1.2,2,3,5,2,TRUE,FALSE,TRUE,4.08
UGR4,Barriers,3,3.666666667,4,3.419951893,1.527525232,2.333333333,1.5,2,5,3,FALSE,FALSE,FALSE,3.42
UGR4,Predation,3,2.666666667,2,2.15443469,2.081665999,4.333333333,2,1,5,4,TRUE,FALSE,TRUE,2.15
UGR4,Primary Prod.,3,2.333333333,2,2,1.527525232,2.333333333,1.5,1,4,3,FALSE,FALSE,FALSE,2
UGR4,Non-Native/Competition,3,2.333333333,2,2,1.527525232,2.333333333,1.5,1,4,3,FALSE,FALSE,FALSE,2
UGR4,Decr. Water Quant.,3,3,3,2.884499141,1,1,1,2,4,2,FALSE,FALSE,FALSE,2.88
UGR4,Altered Q Timing,3,3.333333333,3,3.301927249,0.577350269,0.333333333,0.5,3,4,1,FALSE,FALSE,FALSE,3.3
UGR4,Summer Temp,3,3,3,3,0,0,0,3,3,0,FALSE,FALSE,FALSE,3
UGR4,Winter Temp.,3,2.333333333,2,2.289428485,0.577350269,0.333333333,0.5,2,3,1,FALSE,FALSE,FALSE,2.29
UGR4,Water Quality,3,3,3,3,0,0,0,3,3,0,FALSE,FALSE,FALSE,3
UGR5,Riparian Cond.,5,5,5,5,0,0,0,5,5,0,FALSE,FALSE,FALSE,5
UGR5,Floodplain Cond.,5,5,5,5,0,0,0,5,5,0,FALSE,FALSE,FALSE,5
UGR5,Side Channel/Wetland,5,5,5,5,0,0,0,5,5,0,FALSE,FALSE,FALSE,5
UGR5,Habitat Complexity,5,4.8,5,4.781762499,0.447213595,0.2,0,4,5,1,FALSE,FALSE,FALSE,4.78
UGR5,Decr. Sediment,5,3,3,2.605171085,1.58113883,2.5,2,1,5,4,TRUE,FALSE,TRUE,2.61
UGR5,Incr. Sediment,5,3.6,4,3.129134645,1.673320053,2.8,2,1,5,4,TRUE,FALSE,TRUE,3.13
UGR5,Barriers,3,3.666666667,5,2.924017738,2.309401077,5.333333333,2,1,5,4,TRUE,FALSE,TRUE,2.92
UGR5,Predation,3,5,5,5,0,0,0,5,5,0,FALSE,FALSE,FALSE,5
UGR5,Primary Prod.,3,3.666666667,4,3.419951893,1.527525232,2.333333333,1.5,2,5,3,FALSE,FALSE,FALSE,3.42
UGR5,Non-Native/Competition,3,5,5,5,0,0,0,5,5,0,FALSE,FALSE,FALSE,5
UGR5,Decr. Water Quant.,3,5,5,5,0,0,0,5,5,0,FALSE,FALSE,FALSE,5
UGR5,Altered Q Timing,3,4.666666667,5,4.641588834,0.577350269,0.333333333,0.5,4,5,1,FALSE,FALSE,FALSE,4.64
UGR5,Summer Temp,3,4.333333333,4,4.30886938,0.577350269,0.333333333,0.5,4,5,1,FALSE,FALSE,FALSE,4.31
UGR5,Winter Temp.,3,4,4,3.914867641,1,1,1,3,5,2,FALSE,FALSE,FALSE,3.91
UGR5,Water Quality,3,4.666666667,5,4.641588834,0.577350269,0.333333333,0.5,4,5,1,FALSE,FALSE,FALSE,4.64
UGR6,Riparian Cond.,5,2.4,2,2.168943542,1.140175425,1.3,1,1,4,3,FALSE,FALSE,FALSE,2.17
UGR6,Floodplain Cond.,5,3,2,2.759459323,1.414213562,2,2,2,5,3,TRUE,FALSE,TRUE,2.76
UGR6,Side Channel/Wetland,5,3.2,3,3.177671523,0.447213595,0.2,0,3,4,1,FALSE,FALSE,FALSE,3.18
UGR6,Habitat Complexity,5,3.4,3,3.245342223,1.140175425,1.3,1,2,5,3,FALSE,FALSE,FALSE,3.25
UGR6,Decr. Sediment,5,2.4,2,2.29739671,0.894427191,0.8,0,2,4,2,FALSE,FALSE,FALSE,2.3
UGR6,Incr. Sediment,5,2.2,2,2,1.095445115,1.2,0,1,4,3,FALSE,FALSE,FALSE,2
UGR6,Barriers,3,2.333333333,2,2.289428485,0.577350269,0.333333333,0.5,2,3,1,FALSE,FALSE,FALSE,2.29
UGR6,Predation,3,2,1,1.587401052,1.732050808,3,1.5,1,4,3,FALSE,FALSE,FALSE,1.59
UGR6,Primary Prod.,3,2,2,1.817120593,1,1,1,1,3,2,FALSE,FALSE,FALSE,1.82
UGR6,Non-Native/Competition,3,3,3,2.884499141,1,1,1,2,4,2,FALSE,FALSE,FALSE,2.88
UGR6,Decr. Water Quant.,3,2,2,2,0,0,0,2,2,0,FALSE,FALSE,FALSE,2
UGR6,Altered Q Timing,3,1.666666667,2,1.587401052,0.577350269,0.333333333,0.5,1,2,1,FALSE,FALSE,FALSE,1.59
UGR6,Summer Temp,3,1.666666667,2,1.587401052,0.577350269,0.333333333,0.5,1,2,1,FALSE,FALSE,FALSE,1.59
UGR6,Winter Temp.,3,1.666666667,2,1.587401052,0.577350269,0.333333333,0.5,1,2,1,FALSE,FALSE,FALSE,1.59
UGR6,Water Quality,3,1.666666667,2,1.587401052,0.577350269,0.333333333,0.5,1,2,1,FALSE,FALSE,FALSE,1.59
UGR7,Riparian Cond.,5,4.8,5,4.781762499,0.447213595,0.2,0,4,5,1,FALSE,FALSE,FALSE,4.78
UGR7,Floodplain Cond.,5,5,5,5,0,0,0,5,5,0,FALSE,FALSE,FALSE,5
UGR7,Side Channel/Wetland,5,5,5,5,0,0,0,5,5,0,FALSE,FALSE,FALSE,5
UGR7,Habitat Complexity,5,4.8,5,4.781762499,0.447213595,0.2,0,4,5,1,FALSE,FALSE,FALSE,4.78
UGR7,Decr. Sediment,5,3.2,3,2.8252345,1.483239697,2.2,1,1,5,4,FALSE,FALSE,FALSE,2.83
UGR7,Incr. Sediment,5,4.4,5,4.162766037,1.341640786,1.8,0,2,5,3,FALSE,FALSE,FALSE,4.16
UGR7,Barriers,3,3.333333333,4,2.714417617,2.081665999,4.333333333,2,1,5,4,TRUE,FALSE,TRUE,2.71
UGR7,Predation,3,4.666666667,5,4.641588834,0.577350269,0.333333333,0.5,4,5,1,FALSE,FALSE,FALSE,4.64
UGR7,Primary Prod.,3,3.666666667,4,3.419951893,1.527525232,2.333333333,1.5,2,5,3,FALSE,FALSE,FALSE,3.42
UGR7,Non-Native/Competition,3,3.666666667,3,3.556893304,1.154700538,1.333333333,1,3,5,2,FALSE,FALSE,FALSE,3.56
UGR7,Decr. Water Quant.,3,5,5,5,0,0,0,5,5,0,FALSE,FALSE,FALSE,5
UGR7,Altered Q Timing,3,5,5,5,0,0,0,5,5,0,FALSE,FALSE,FALSE,5
UGR7,Summer Temp,3,5,5,5,0,0,0,5,5,0,FALSE,FALSE,FALSE,5
UGR7,Winter Temp.,3,4,4,3.914867641,1,1,1,3,5,2,FALSE,FALSE,FALSE,3.91
UGR7,Water Quality,3,4.666666667,5,4.641588834,0.577350269,0.333333333,0.5,4,5,1,FALSE,FALSE,FALSE,4.64
UGR8,Riparian Cond.,5,4.8,5,4.781762499,0.447213595,0.2,0,4,5,1,FALSE,FALSE,FALSE,4.78
UGR8,Floodplain Cond.,5,3.8,4,3.594431819,1.303840481,1.7,2,2,5,3,TRUE,FALSE,TRUE,3.59
UGR8,Side Channel/Wetland,5,4.4,5,4.317359884,0.894427191,0.8,1,3,5,2,FALSE,FALSE,FALSE,4.32
UGR8,Habitat Complexity,5,4.4,5,4.317359884,0.894427191,0.8,1,3,5,2,FALSE,FALSE,FALSE,4.32
UGR8,Decr. Sediment,5,4.2,5,3.623898318,1.788854382,3.2,0,1,5,4,FALSE,FALSE,FALSE,3.62
UGR8,Incr. Sediment,5,2.6,1,1.903653939,2.19089023,4.8,4,1,5,4,TRUE,FALSE,TRUE,1.9
UGR8,Barriers,3,3.333333333,4,2.714417617,2.081665999,4.333333333,2,1,5,4,TRUE,FALSE,TRUE,2.71
UGR8,Predation,3,3,3,2.466212074,2,4,2,1,5,4,TRUE,FALSE,TRUE,2.47
UGR8,Primary Prod.,3,4,5,3.684031499,1.732050808,3,1.5,2,5,3,FALSE,FALSE,FALSE,3.68
UGR8,Non-Native/Competition,3,4.666666667,5,4.641588834,0.577350269,0.333333333,0.5,4,5,1,FALSE,FALSE,FALSE,4.64
UGR8,Decr. Water Quant.,3,3.333333333,4,2.714417617,2.081665999,4.333333333,2,1,5,4,TRUE,FALSE,TRUE,2.71
UGR8,Altered Q Timing,3,3.333333333,4,2.714417617,2.081665999,4.333333333,2,1,5,4,TRUE,FALSE,TRUE,2.71
UGR8,Summer Temp,3,3.333333333,4,2.714417617,2.081665999,4.333333333,2,1,5,4,TRUE,FALSE,TRUE,2.71
UGR8,Winter Temp.,3,3.666666667,4,3.634241186,0.577350269,0.333333333,0.5,3,4,1,FALSE,FALSE,FALSE,3.63
UGR8,Water Quality,3,4.333333333,4,4.30886938,0.577350269,0.333333333,0.5,4,5,1,FALSE,FALSE,FALSE,4.31
UGR9,Riparian Cond.,5,3.8,4,3.727919273,0.836660027,0.7,1,3,5,2,FALSE,FALSE,FALSE,3.73
UGR9,Floodplain Cond.,5,3.6,4,3.482202253,0.894427191,0.8,0,2,4,2,FALSE,FALSE,FALSE,3.48
UGR9,Side Channel/Wetland,5,4.4,5,4.317359884,0.894427191,0.8,1,3,5,2,FALSE,FALSE,FALSE,4.32
UGR9,Habitat Complexity,5,4.6,5,4.573050519,0.547722558,0.3,1,4,5,1,FALSE,FALSE,FALSE,4.57
UGR9,Decr. Sediment,5,3.2,3,2.8252345,1.483239697,2.2,1,1,5,4,FALSE,FALSE,FALSE,2.83
UGR9,Incr. Sediment,5,2.8,3,2.701920077,0.836660027,0.7,1,2,4,2,FALSE,FALSE,FALSE,2.7
UGR9,Barriers,3,3,3,2.884499141,1,1,1,2,4,2,FALSE,FALSE,FALSE,2.88
UGR9,Predation,3,3,3,2.884499141,1,1,1,2,4,2,FALSE,FALSE,FALSE,2.88
UGR9,Primary Prod.,3,3.333333333,4,3.174802104,1.154700538,1.333333333,1,2,4,2,FALSE,FALSE,FALSE,3.17
UGR9,Non-Native/Competition,3,4.333333333,5,4.217163327,1.154700538,1.333333333,1,3,5,2,FALSE,FALSE,FALSE,4.22
UGR9,Decr. Water Quant.,3,3.333333333,3,3.107232506,1.527525232,2.333333333,1.5,2,5,3,FALSE,FALSE,FALSE,3.11
UGR9,Altered Q Timing,3,3.666666667,4,3.419951893,1.527525232,2.333333333,1.5,2,5,3,FALSE,FALSE,FALSE,3.42
UGR9,Summer Temp,3,4,5,3.684031499,1.732050808,3,1.5,2,5,3,FALSE,FALSE,FALSE,3.68
UGR9,Winter Temp.,3,2.666666667,2,2.5198421,1.154700538,1.333333333,1,2,4,2,FALSE,FALSE,FALSE,2.52
